Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Barbados,BRB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,6.539008917,8.380059889,8.95534678,2.159123321,0.768970118,1.116208676,1.582317434,0.992531437,1.625477453,4.520763343,2.894454322,3.347679161,3.01995707,1.306616854,2.67282392,0.344084832,0.500725185,0.416576138,1.433142785,0.432814011,0.557283807,0.367464176,0.738375064,0.455674015,0.601949041,2.877965523,0.670002532,1.128869605,1.035130214,1.610513839,2.408790453,2.995741069,7.350499076,5.754830615,6.62895921,10.212368,8.115751764,10.18879855,12.8407137,7.970079027,8.193447658,8.602342292,10.01745152,1.941547784,14.0456718,13.0203938,10.45817405,1.658080265,0.163492664,0.480777909,0.145114167,0.334854777,0.239719873,0.119034632
Brunei Darussalam,BRN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,47.76106286,-8.884916736,-1.395746647,0.066959823,0.089671552,0.034048754,-1.011206886,-0.089371998,0.111451898,0.005790515,-0.181280374,-0.118605109,0.06952376,0.045663306,0.010481098,0.052672187,-0.144381757,-0.00142334,0.010143038,0.200657237,,,,,,,,,,,,0.995621604,3.626542713,1.727478476,1.313418245,1.659857338,0.694676099,1.918069921,1.395065811,2.733059994,,,,,3.356609014,1.324711797,-1.320590472,3.858188215,3.804865525,2.771180083,4.710575649,1.461817223,-1.752933709,-0.337068037
Bhutan,BTN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.452090347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649361842,5.881322974,0.238630623,1.374529048,4.404872012,1.574615138,1.235473364,1.051276592,1.126569427,0.294858179,0.504099188,-0.638806367,0.102559427,0.475617042,-0.113401529,0.244983575,0.289904655,
Botswana,BWA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.022872513,-10.77479972,3.02936631,2.708745323,6.912772275,15.59413989,10.51482628,8.235945532,2.07645601,2.029786055,5.009154235,4.809166547,5.05559969,5.779664159,1.509574837,1.367978161,2.529653463,-0.20826149,-0.037723339,-6.897608753,-0.332324637,1.488463067,1.46835552,1.994112587,1.98974017,0.668732763,0.987700169,0.558884524,7.501518584,5.565281275,4.363836574,4.242949051,4.908814694,4.68081345,4.854404973,2.062560052,1.728061348,1.94040749,1.050401065,0.470417841,3.330197309,2.797732675,0.944944817,1.617960929,1.678933864,0.559653498,0.212513314,-1.701545337,3.491908165,3.430679941
Central African Republic,CAF,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.634562966,0.347479385,0.651273787,-0.073750913,2.061132402,1.478899186,0.820121869,-0.560847321,0.99651151,3.24751492,0.670427597,0.832097468,1.223260839,0.678485185,0.807319718,0.34590588,0.727137995,0.990740893,-0.30258953,0.104157669,0.048437878,-0.353864327,-0.756175029,-0.780440923,0.423212351,0.127706938,0.147806421,0.018452846,0.03119074,0.00065034,,,0.000129509,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.071743858,2.282300313,1.860393405,2.416868945,2.313486932,1.941398989,1.182371858,1.588048428,1.704973109,2.176273141,2.11563483,0.216022152,0.028622874,1.350984397,1.590964034,0.343202681,0.71494162,1.98490567,1.412776248,1.264368354,1.409503772,0.573724263,1.180751906,0.721601695,1.645162877,2.253873035,1.398281933,2.317969735,3.939938217,4.04710364,9.171024287,3.841921293,3.219147678,0.782967555,0.141465896,2.178163809,4.87410129,8.200559049,4.515137142,1.524131181,1.837256387,2.137833108,2.700169009,3.629803984,3.55390337,3.853894537,2.238350121,1.53752072,2.469312073,2.80676687,1.758970857,2.945251489,2.312516526,2.228511055
Central Europe and the Baltics,CEB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,1.155299192,1.305493661,2.098647218,1.699441675,3.182405763,2.698612512,3.478682788,4.372340407,5.070324378,5.487987207,4.606611971,5.010780314,3.217932588,5.637002112,8.435787603,8.15112992,12.1323438,9.030859512,2.360917813,1.612574793,3.438810452,2.890499648,1.107588557,3.668763971,1.808834412,8.804867393,2.108267908,-1.134921938,9.12037714,12.69232624,6.322653628,4.182879424,-0.070244589
Switzerland,CHE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.560602972,0.70999386,1.141945579,1.334081041,1.164592557,0.188014863,1.199956912,2.086364292,1.055697761,0.403144429,0.627003188,1.221965482,1.178522102,1.434919906,2.846762909,3.738735447,4.881710629,8.266316029,3.407398223,2.669903848,5.446675187,1.758372736,0.637104289,12.17313231,9.921389238,0.527253064,8.599325092,2.950773189,2.900520774,5.819102216,-3.52948637,2.890846324,17.10838333,24.2480735,20.60353782,-22.10511983,1.216424915,-32.54697604,-14.40917904,-1.342689794,-5.948114408
Channel Islands,CHI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.134840862,-0.174419276,-0.009295326,-0.028526616,0.014250732,0.656032807,-0.009672467,0.150369532,1.131813181,1.118951089,0.733554183,1.109827162,2.053325901,0.662999162,0.396507319,0.814441534,1.669567408,4.002115946,3.716606848,4.287374622,1.995302965,2.173798838,2.037231719,2.098508846,4.530111172,4.026151239,6.1267051,6.148020746,5.644368062,11.59191395,6.203767082,5.867660958,3.629058231,4.556949756,5.015071381,4.898706983,3.091019719,6.113489944,10.45711129,7.422562479,6.841446868,10.48977381,11.909745,7.61396399,9.835003714,7.327803487,4.557074881,1.896470298,2.684613452,4.879561641,4.506101397,4.810199707,6.036279624,6.478592102
China,CHN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,4.49E-05,0.029819636,0.135296316,0.209664357,0.275698543,0.483945715,0.536046583,0.623424606,0.847702965,1.022558946,0.97565029,0.966308311,1.138837732,2.613162193,6.186882076,5.987186165,4.8808632,4.651812663,4.725343843,4.435501024,3.748981237,3.475125903,3.512988539,3.609081135,3.487418899,3.483641535,4.554263482,4.508600503,4.400983342,3.733610711,2.568894307,4.003544569,3.708806517,2.827105336,3.039854863,2.55924761,2.192177731,1.555636999,1.349123696,1.693894284,1.310715932,1.723175549,1.930786223,1.06367353,0.240113517
Cote d'Ivoire,CIV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.109265736,0.991081204,1.011138523,2.033151187,1.061836571,1.773570932,0.960520871,0.233836242,1.054486712,0.817571255,0.930262944,0.388374156,0.627320002,0.548829861,0.317760103,0.417905703,0.772523108,0.86749601,0.504135972,0.189496994,,,,,0.017710228,0.063713153,0.002163503,0.273801308,-0.147182254,0.033643594,0.047487522,-0.030809486,-0.023280551,0.108996366,-0.108521162,1.452181084,1.388231801,1.543116648,1.374418808,1.173390786,1.026062392,0.822954277,0.909737109,0.953203642,0.899528921,1.079141548,1.193758009,1.856734864,1.059986996,1.405830482,1.131112457,1.912826559,2.278814581,0.272461384
Cameroon,CMR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.38983355,0.137435776,0.220256682,0.163038331,1.001197946,0.94853502,0.565889944,0.256594726,0.86960653,1.049162061,1.945114195,2.047984912,1.685615613,3.112299603,0.241627538,3.700831637,-0.764946678,0.888344946,0.754838562,-0.778514699,-0.916249105,-0.122447756,0.24191782,0.031644987,0.041273156,0.139033996,0.941242104,1.386672915,0.488852765,0.30270039,1.511444733,-0.106526708,4.068984585,2.096943831,0.361118041,1.248608313,0.282739555,0.792290666,0.075754668,2.671669502,1.949523867,2.132703913,1.748840476,1.622968063,1.994843277,2.15564021,1.963349435,2.256209759,1.914857813,2.583406025,1.655956147,2.140613269,2.087350322,-0.221458187
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.131824831,0.102595811,0.169590007,0.225151979,0.541629838,0.089085613,2.471140005,0.14735397,0.635415929,0.954645401,0.76151825,0.555359657,-0.017360517,-1.751567485,-0.412969182,0.961634331,0.068557729,-0.718907497,-0.044463001,-0.067724373,,,,0.008245304,1.72E-07,0.003549963,0.335237652,0.282209982,-0.019664009,-0.022613698,-0.009429986,0.012099719,0.251954204,0.262169334,0.073469698,1.50445262,1.772085123,10.80236746,8.726273541,-1.30413525,12.7160135,6.176624593,9.866868879,5.194611611,4.176029529,3.07434209,2.510784036,2.756443314,2.959042579,2.60931448,3.075078475,3.032206389,2.141855158,3.578097732
"Congo, Rep.",COG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.854810488,15.11821299,16.1443784,12.60209534,7.875433069,2.007553929,0.31541994,0.259574128,0.460917801,1.374901959,2.346836843,1.547166331,1.63605634,2.673923924,1.593218571,0.587247631,1.213436654,1.890931883,0.41107739,-0.298176845,0.135524979,0.04803928,0.041183371,0.042059012,-0.051543903,5.329956449,2.457105485,-2.118241498,-8.703069305,-2.900434691,-3.040392584,-4.844261093,6.594565067,6.280145682,1.901620652,12.04984558,18.44598012,16.21655503,16.72100182,12.22888625,11.57729522,1.907834795,-0.391399398,10.46210101,16.13399517,34.4182561,0.462969363,0.379683995,0.092154879,-10.21475465,-17.2921171,-2.159828737,0.157485886,0.172079981
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.597358249,0.551483875,0.212850956,0.231127905,0.33055507,0.282997832,0.162957709,0.333830473,0.459947751,0.454538764,0.470461794,0.728254722,0.939231233,1.595669579,1.526672828,2.931700875,1.928883735,0.877016762,0.517691402,1.456749701,1.04506114,0.920464273,1.247892707,1.44281755,1.770379355,1.046930227,3.202849248,5.215075278,2.872302624,1.747711547,2.439507479,2.588519363,2.178447514,1.817839311,2.660834888,7.029794014,4.172385101,4.308676806,4.356278346,3.456270652,2.244335956,4.372695361,4.057280413,4.24252458,4.241072567,3.959398549,4.901645729,4.393182328,3.380835732,4.330582409,2.75889429,3.001756938,4.975683423,4.716592169
Comoros,COM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0.081517746,0,0,0,0,2.235848501,1.056676273,0.956551274,0.091476447,0.590924667,-0.316356368,0.042109203,0.055676774,0.223239724,,,,,,,,0.145047572,0.106131276,0.085473722,0.111452574,0.966721984,0.507893616,1.528661082,0.91966986,2.259676543,1.021338184,,0.407499039,0.511029839,0.352458396,0.363776536,0.477150092,0.359894031,0.316385475,0.310531969,0.332281931,0.395802293
Cabo Verde,CPV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-0.004581235,1.184316386,0.226217656,0.065067933,0.082309761,0.545399203,0.126125689,0.743054427,0.523498436,5.37425869,5.683104752,2.359642569,1.301706826,9.10423779,6.342824223,1.600131126,2.378544877,4.822134152,7.312720062,8.281227111,11.87643173,11.62474734,10.76247535,6.802418631,6.368021378,4.99538224,6.691298,4.401250115,8.844073221,5.490245133,6.828451154,5.594696722,4.695957355,5.457887534,3.712184906,4.457305001,5.430144513,6.264688577
Costa Rica,CRI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.675081553,2.051715223,2.087298575,2.465783419,2.778803857,3.519980417,2.567899968,2.034222448,1.379424344,1.07792818,1.088700755,2.652638078,1.108713989,1.928960466,1.52712302,1.783525448,1.380407844,1.771472523,2.648099689,1.929146885,2.845043463,2.472377869,2.634107925,2.579244605,2.837013645,2.909679642,3.655886971,3.245762233,4.490562018,4.345668347,4.818464499,3.892336175,4.36202694,4.483539703,5.823126533,7.628435395,7.928504331,8.337425979,7.909006983,5.251510672,5.063711702,6.391725396,5.708661249,6.291277352,6.232936622,5.236394577,4.452962118,4.833275221,4.829438721,4.220940167,3.370435233,5.530729864,5.305043279,5.419180711
Caribbean small states,CSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,7.856999595,4.59344084,8.20851871,8.255173455,8.649154909,1.226809465,1.352706531,0.566453898,-0.182867756,0.612916633,2.388453844,3.939973743,1.765663572,2.511717759,-0.170449097,0.794120649,-0.098732151,0.039117408,0.076708874,-1.209916173,2.577735117,2.361745656,3.654716799,2.792489556,3.465594338,4.691113062,3.192981937,4.02413471,3.588446297,3.888721794,5.015222912,4.564854997,4.789714482,5.088694626,6.120105474,7.287984827,7.803559834,7.838624606,8.326665874,6.361800917,6.371864497,6.734686317,7.004891602,4.993230281,5.317464038,5.201325798,5.827944132,4.181678459,6.87824984,7.873640084,7.087955892,9.156085815,3.569941023,1.947079288
Cuba,CUB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.406143868,2.31350889,-0.049722953,2.265017036,4.787392086,4.399915082,5.692611328,4.166441152,6.715866389,6.145348234,6.238579034,5.710779443,4.162910899
Cayman Islands,CYM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.2797103,137.6743434,215.2303689,116.0217927,598.0339339,742.5534016,542.265725,432.8593995,394.8989596,1509.002098,54.67627932,48.51588184,3.139944771,18.18308732,121.5799262,-13.33010379,-44.23077078,286.0400677
Cyprus,CYP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,3.694536971,5.624095522,5.634857728,5.915428403,5.473196529,3.944341502,3.751128829,3.312311875,3.16417924,2.312588103,2.384543688,1.498648702,1.402624241,1.45246338,1.528434055,2.264577222,1.417992935,1.554380411,1.265998554,1.012349392,2.447734442,2.334712803,5.724023071,3.370192127,7.744917748,8.560858771,9.085901704,9.662238305,6.242709456,6.459620092,6.303626691,9.325565566,9.573456128,44.16395236,248.1250485,120.2789781,146.3227049,279.3609886,108.3749051,222.7639748,145.4624898,40.42581302,62.78310171,-4.311018096,201.6849973,-101.8331021,25.43010684,1.550207148,-26.38874863
Czechia,CZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.589765586,1.822493198,4.238837216,2.116802694,2.057079795,5.507252026,9.624832321,8.020953141,8.278685008,10.28547168,2.012502749,5.346298314,10.00272913,4.564883006,7.269840533,3.727340175,2.547019253,4.815029855,1.809941553,4.484243808,3.453867264,3.835101534,0.898913492,5.475664214,5.07066241,3.303539983,4.187057376,3.391140662,4.430295246,3.029375173,2.396610104
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.439750742,0.630532085,0.525794354,0.487093757,0.140221165,0.253301614,0.157621777,0.21575563,0.195862853,-0.019561625,-0.051759656,0.060078355,0.129003906,0.081161112,0.072238153,0.113516139,0.124348029,-0.107267492,0.368453283,0.143783444,0.252775607,-0.099818125,0.022975916,0.339343819,0.464347993,0.621987271,0.840026366,1.313562563,3.886205164,12.6085323,2.896108537,2.438613714,2.580231017,-0.715503013,2.067993914,2.870495616,1.459424702,0.812719205,1.629458688,2.480786424,2.550059495,1.818926354,1.764657871,0.43765992,1.823214415,1.64319556,2.890880529,4.004210264,1.906986881,4.486665711,2.349165282,1.506606153,0.431214647
Djibouti,DJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.067450752,,0.112488428,0.151593805,-0.031767747,,0.495241665,0.479043326,0.305457426,0.289528343,0.646649182,0.660629876,0.616772634,0.61709349,0.599332233,0.596129446,0.592742007,0.580649337,2.286739804,5.786694826,3.133262929,14.08394014,23.03889364,22.78584382,9.232551529,3.234153297,6.375384839,8.126150917,14.0004927,6.908370613,5.932712166,6.142062351,5.970135971,5.834973097,5.665500402,4.967739738,4.924947968,5.090028714,3.342892057
Dominica,DMA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.174394724,0,0,0,5.846002211,0.223394855,0.202705733,2.107055443,2.510629735,3.836275563,8.901448206,6.969897664,9.288404657,6.398705549,6.926654982,8.720488639,5.376214325,8.548493297,19.70426735,6.089942598,6.968841297,2.019505807,5.412224393,5.257126837,4.301577398,6.019087968,9.129445924,7.019580623,5.191578805,6.707719622,9.585005613,12.2688762,11.60766337,11.56800736,10.07303332,11.58843401,7.762618286,2.372449441,1.324188287,7.334736698,4.348025534,14.11091439,10.30841713,4.529247323,5.103622607,2.907601702,3.163815102
Denmark,DNK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.609061272,0.654923702,0.705963355,0.690145024,0.70328202,0.66043749,-0.427596039,0.152478619,0.148316882,0.318061665,0.147038282,0.16181963,0.222770819,0.099667902,-0.026086515,0.177900898,0.186061275,0.077539975,0.435638988,0.970121904,0.819103499,1.115468952,0.665103397,1.196807035,3.208720118,2.239360203,0.412544986,1.611434629,3.773615871,9.471097373,21.95346251,5.632165821,2.478185329,0.542449724,-3.493908413,4.84519219,0.841695783,3.687996023,0.617279544,1.168888894,-3.650697308,3.937926374,-5.00312032,0.197410829,1.864155678,0.610750678,2.499831698,1.087804903,2.466700576,-1.100670983,0.363874539,4.162143452,7.667933511,1.124285847
Dominican Republic,DOM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,4.819925951,3.900390039,2.188789373,1.471340839,1.832040196,1.775394532,1.51841073,1.558719016,1.343359243,0.31097694,1.371038114,1.054051552,-0.016933982,0.522742555,0.590822839,0.717601865,0.81670941,1.527359273,1.974210602,1.645082915,1.877383252,1.475904584,1.548419451,1.457834889,1.420988537,2.50880986,0.735680171,2.041718596,3.086440325,6.075464397,4.068990892,4.249306664,3.412259864,2.880554899,4.186290579,3.125981701,4.035656962,5.124249983,5.669685165,3.512768546,3.379490664,3.78684917,5.629224711,2.552400901,3.550612643,3.129776463,3.323574008,4.497484834,3.207863345,3.180971823,3.12082025,3.554306273,3.567107522,3.911670461
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.64736418,0.011817577,0.613145706,0.58567784,2.710094467,0.764884586,1.054814184,0.850904441,0.512629547,0.077285262,0.823384606,0.029780562,-0.118497123,0.000855798,0.001494768,0.000686577,0.008347246,0.005560705,0.022031474,0.021733994,0.000539762,0.025458852,2.08E-06,2.00E-06,2.35E-06,2.39E-06,2.13E-06,2.08E-06,0.002075215,0.015624784,0.025004381,0.015653034,0.160234466,0.038540769,0.267043826,1.07990333,1.495723352,1.183818154,1.462773446,1.827421647,1.293904675,1.177673291,0.660551954,0.736559065,0.628688968,-0.286832291,0.906300706,0.647902696,0.753576089,0.713947308,0.693816015,0.46672848,0.106370751,0.49097261
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0.294255985,0.378477961,0.579134352,0.584373933,0.658322698,0.609133838,0.562624189,0.596266578,0.759441843,1.176222905,1.355524206,1.557704866,1.803657653,2.60752673,4.324825819,4.131120824,3.766969099,3.8643373,4.040129067,4.159595578,3.366743016,2.774038592,2.837410223,3.104228604,2.960418693,3.105750252,4.164907501,4.08536618,4.094114536,3.537968101,2.40501089,3.781077287,3.496351671,2.832375963,3.049360476,2.576572094,2.298233192,1.618071506,1.611921275,1.870379754,1.515871695,1.728504951,2.097287372,1.316608739,0.545866287
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.698067419,0.614813407,0.329761779,0.379208298,-0.189020864,0.814908442,0.18927731,0.282668608,0.360025449,0.182578467,0.029318026,0.849178168,1.046988568,0.617594742,0.604550253,0.388980743,0.437961243,0.236982204,0.539170615,0.516028093,0.633499678,0.779423322,0.767554523,0.713475727,1.193846719,1.322996462,1.485453494,1.957610832,1.718884441,1.985172702,1.515353012,1.73747912,1.306449398,1.074000242,1.414256757,2.048822412,2.489604699,2.623724657,2.668233559,1.774161548,1.78874744,1.788972862,1.69330521,1.992802296,1.635226989,2.069013995,2.010425237,1.846297904,2.004123231,1.807035167,1.778531239,2.15228558,1.998073286,1.475399827
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.606620674,0.634902785,0.589906953,0.332801805,0.494548161,0.437209449,0.391939063,0.286504605,0.290117711,0.283630266,0.328346251,0.446225925,0.428933993,0.432649711,0.284086708,0.308526128,0.439890844,0.578094268,0.585769889,0.518095751,1.808736477,1.110494951,0.967631202,1.239342405,1.384172719,1.543501846,1.318359547,1.568796429,1.444787455,1.691318,2.111820783,1.653370104,1.47290031,1.517852389,2.092260064,1.860303519,2.614773272,3.242124028,2.759820774,1.989537518,2.967905613,2.908312606,2.487165399,2.811963594,2.904801809,2.864721121,2.361350832,2.339586319,2.309372189,1.980477466,2.211168232,2.640979487,2.348828374,1.623378971
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.324681934,0.278350515,0.208232446,0.303846154,0.180718031,0.247595408,0.019436346,0.046009656,0.051583539,0.083690292,0.025567533,0.130157745,0.083043326,0.072230546,0.182862868,0.143208844,0.160729608,,,,,,,,0.393112247,1.03958367,1.187838135,1.603774256,1.321134699,1.297389828,1.118178549,2.95648885,2.126038039,2.440429551,3.031614697,3.635023088,4.841858459,5.52369423,4.838262032,3.640092943,2.690667582,3.788777511,3.033800019,2.323726448,2.15042094,2.794927654,3.558345066,2.309202532,2.15838746,2.335282275,1.81474978,2.347064095,1.832122699,1.855139579
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.705206392,0.623860628,0.571747949,0.671422665,0.773173035,0.532208985,0.412264377,0.554824654,0.498404946,0.517833517,0.544199607,0.478571745,0.441449537,0.472277294,0.309632832,0.50829882,0.580140103,0.701405334,1.013727011,1.252499102,1.399111368,1.057096365,0.930332909,0.986484863,0.975927215,1.391867275,1.329709444,1.761709355,3.299828971,5.665586523,8.278595593,4.55280258,3.677385243,2.735198406,3.02854728,6.111321497,6.956737709,9.34822921,5.361691122,3.619493173,3.173250506,4.682354389,3.606559678,3.251867288,2.684144853,5.535359928,6.487782195,4.287642998,-0.667584755,2.672871925,1.32252873,2.274624067,0.963463673,-1.568200894
Ecuador,ECU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.095193109,5.88551542,2.536106489,1.343867004,1.163767366,1.232591986,-0.218875636,0.312887067,0.4076327,0.447261237,0.39146586,0.275093586,0.200704005,0.291503087,0.295639161,0.361535252,0.528922996,0.882009574,1.187568212,1.151839541,0.826811116,0.941811625,0.983738574,2.501330956,2.537928973,1.85193034,1.980782572,2.570657755,3.109081567,3.300590488,-0.133637951,2.328738247,2.895155268,2.814492362,2.378010667,1.224994874,0.594056305,0.388921737,1.729495813,0.513570186,0.243419054,0.817966549,0.646739603,0.752903274,0.751953402,1.360670046,0.782395471,0.603861006,1.292609025,0.910242995,1.153964903,0.60368273,0.755059962,0.322274315
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.008455397,0.026831502,0.000322593,0.006931699,0.001408609,0.068774733,0.458095934,0.727581477,2.148072469,6.749429233,2.53017092,3.399750059,1.061542574,1.582368423,2.146356602,3.015277403,2.951091027,2.342602497,3.401931818,3.144613176,1.707814196,0.676690667,1.096617326,1.058425258,2.420132571,0.994028431,0.940414996,1.135375893,1.268437022,1.174392815,1.236997207,0.527384723,0.759753233,0.295683832,1.590836184,5.999509006,9.348567266,8.876336063,5.831412619,3.54835118,2.916016576,-0.204542849,1.002340718,1.453434208,1.509250423,2.102581284,2.438562781,2.983015509,3.100400776,2.82732945,1.52462949,1.206178611,2.39118081,2.484984331
Euro area,EMU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.536248948,0.572310546,0.576617412,0.598114681,0.420551603,0.327309743,0.4108024,0.433895601,0.393861333,0.357709219,0.373518057,0.335601841,0.388174691,0.403627566,0.420147003,0.39714413,0.5613401,0.749672255,0.984866373,1.027543869,0.854268823,0.887322918,0.854793443,0.737440523,1.05673298,1.100802875,1.220182476,2.421894661,4.836467957,8.137322731,4.925363679,3.418588308,2.811463058,2.996349203,6.015533523,7.078770369,10.66956336,4.663863443,4.047457742,3.592863048,6.109366318,4.291405577,4.575552643,3.219538756,6.831332234,4.819304214,4.335510435,1.272960831,2.838836327,1.182916102,3.439747479,0.582945162,-1.98667737
Eritrea,ERI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.287331825,5.94284422,0.006102195,,,,,,,,,,,,,,,,,,,,,,,,,
