country_num,Country Name,Country Code,Destination_down_Source_across,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
51,Cyprus,CYP,Cyprus,2.18E-06,0.000273749,2.29E-05,0,0,0,0,9.84E-05,0.001427707,0,0.006053296,0.00081692,3.46E-05,0,0.001978364,9.82E-05,0,0.000242394,0.000549084,0,1.67E-05,0,0,1.48E-05,4.94E-05,0.000132668,4.14E-05,0.000105352,0.004912474,0,1.07E-05,0,0,0.000167431,0.001388178,0,2.33E-05,0,0,8.91E-05,0.000187312,5.39E-05,0,0.000435167,0,3.49E-05,0,9.27E-05,2.63E-05,0,0,0.001638177,0.000767516,0.000276518,0,8.73E-06,1.00E-05,0.00177222,8.33E-06,0,7.75E-06,0.000168427,0,0.000112066,0,2.39E-05,0.001990247,0.000520674,0,0,0,0.020546889,0.000738341,0.000113268,0.027910074,0,0,0,0,0,0,0,3.98E-06,6.32E-06,0,0.000575749,0.000978056,0.00019679,4.80E-05,0.001145196,0.000191469,0.001185699,0,0.001263796,0.000175214,1.61E-05,9.28E-05,0.000676181,7.10E-05,0.000187253,0,0.000242358,4.55E-06,0,0.001300261,3.58E-05,3.87E-06,0.000487751,0.00397174,0,0,0.001483901,0,0.000166926,0.000181704,0,7.16E-05,3.09E-05,2.75E-05,0,0,0.000360068,0,0,7.93E-05,6.31E-06,0,0.001080473,0,0,0,2.46E-05,1.36E-05,1.76E-05,2.60E-05,3.34E-05,0.000563076,0,0.000135045,2.06E-05,2.87E-05,0.000275006,4.07E-05,0,0.001234587,0.002858232,0.000100353,0,0.000172252,0,1.23E-05,2.62E-05,0.001421081,0.000193978,3.28E-05,2.58E-06,0.000476714,0.001738264,0.00139666,0,0,0,0,0.000873101,1.71E-05,0.002939156,0.000289985,1.33E-05,0.000115411,0,0.000261358,9.93E-05,0,6.39E-06,0.006258469,0.000165985,0.000126847,0.006727144,0,0,0,0,0.000274801,2.14E-05,0.003433976,0.000691043,0.000493198,1.72E-05,0.000529692,0.000310092,0,0,0,4.58E-05,5.35E-05,0.000237004,5.03E-05,0,0,2.96E-05,0.000643336,0.000993953,0.008904848,0.001234711,1.42E-05,4.15E-05,0,9.72E-05,2.78E-05,0,0.000110685,1.39E-05,0.000574849,0.000487676
52,Czech Republic,CZE,Czech Republic,0.000218982,0.000541638,0.000752913,0,0.00381816,0.000631806,0.000150902,0.000208826,0.004845739,0,0.001853261,0.009403394,0.001234304,0,0.000502442,3.23E-05,2.00E-05,0.005710537,0.001805917,0.000102244,0.000144466,0.000358723,6.37E-05,0.00015786,0.002859998,0.001869407,0.000438934,0,0.006236341,2.11E-05,2.36E-05,8.83E-05,4.13E-05,0.000439819,0.001417964,0,8.24E-06,4.13E-05,0,0.000321361,0.000518885,0.000135489,6.55E-05,0.000142173,0.000365802,0.000544373,0.000134227,0.004931789,0.000415339,0,0.000970538,0,0.002260122,0.00060834,2.96E-05,4.23E-05,0.000150844,0.00034022,1.86E-05,4.48E-05,9.30E-06,0.000975885,4.25E-05,0.000270139,0,1.91E-05,0.001675638,0.002367403,0,2.41E-05,0.000197137,0.002178697,0.004032143,0.000322468,0.001875871,0,0.000159203,0,4.11E-05,0.000338312,0.000339809,2.85E-05,3.18E-06,3.67E-05,4.72E-05,0.006806879,0.001630094,0.000153309,8.22E-05,0.000626342,0.000480742,0.001499637,0,0.004808043,0.00173205,1.04E-05,0.003096778,0.000600761,0.001698307,0.000200629,0.001375989,0.000198858,0.001183509,0,0.000441329,0.001630539,3.41E-05,0.001045899,0.000782832,6.10E-06,6.65E-05,0.002134831,0.002821236,0.0014472,0.000377385,0,0.000410111,0.000112488,0.000439576,0.001253526,5.51E-05,0.00033237,0.000204834,5.06E-05,0.000335354,5.59E-05,0,0.010482641,7.44E-05,0.070297992,0.000947864,0.000152342,6.29E-06,8.04E-05,0.000259886,0.000152055,0.005220623,0,0.00034071,4.29E-05,1.56E-05,0.000927383,0.007400668,0,0.00159183,0,0.000172993,0.000335627,0.000426886,9.79E-05,7.25E-05,0.000252822,0.000111221,0.006054543,0.000152519,0,0.00216355,0.003494548,0.003256958,1.81E-05,2.97E-05,0.00060551,4.72E-05,0.000455669,0.000186922,0.00424709,0.000105449,0.000101417,0.000174596,0,0.473058842,0.003411175,0.000473934,3.20E-05,0.000586564,4.06E-05,0.00094308,0.000123816,0.000292367,7.34E-05,0,3.58E-05,3.42E-05,2.99E-05,0.003856029,0.001700432,0.000156126,0.000499805,0.000123905,0.001463877,0.000104616,5.53E-05,9.66E-05,2.96E-05,0.001666194,0.000987517,0.000635029,0,0.001450677,5.41E-05,0.023017977,0.000194348,0.001911714,0.002309105,9.69E-05,0.001895125,0.000221214,0.000217621,0.02154165,0,7.47E-05,0.000368511,0.000308981,5.28E-05
53,Denmark,DNK,Denmark,0.00253085,0.000333187,0.000501942,0,0.000238635,0.000234282,1.37E-05,0.001346325,0.000719531,0.000345543,0.003647853,0.002907216,0.000279776,0.000226065,0.000863571,0.000167245,0.00028069,0.00039184,0.002037673,8.52E-05,8.82E-05,0,0.01726958,0.000186253,0.010485235,0.000229153,0.00180365,0.000168563,0.005384945,2.83E-05,0.001085741,0.000130295,0.000213601,0.001886722,0.001726012,0,3.02E-05,3.40E-05,0,0.002184299,0.00105497,0.000436331,0.00024568,0.000916825,0.001928152,0.000907289,0.000428963,0.001315964,0.000307126,0,0.000942649,0.002777061,0,0.00121668,0.000177699,0.000102128,0.000317137,0.000507717,4.04E-05,8.21E-05,0.00532191,0.007093744,0.000191091,0.001436809,0.872277411,8.60E-05,0.011784178,0.002769369,0,0.000120295,0.006120629,0.000266057,0.007028484,0.002352052,0.002419833,0.900085927,0.00014473,0,0.00011671,0.000301912,0.001387552,0.000214865,2.55E-05,0.000142859,0,0.006697685,0.18723511,0.000518671,0.000240136,0.012567251,0.010996006,0.002047083,0,0.00350212,0.002268507,0.000136434,0.001478804,0.001514905,6.11E-05,0.002229844,0.000515996,0.002752938,0.000329166,0,0.00577999,8.18E-05,5.50E-05,0.011736192,0.015380997,5.79E-05,0.000327803,0.001064657,0.001025904,0.016178013,0.001635334,0,0.000227839,8.16E-05,0.00029851,0.001566907,2.80E-05,0.000821693,0,0.000189849,0.000737778,9.16E-05,0,0.000546581,9.30E-05,0.000725609,0.000863779,0.00182383,0.00018343,0.000618535,0.000233897,0.001517563,0.006265343,0,0.00076443,0.000228611,2.34E-05,0.00102058,0.005310214,0,0.08172443,0.000152439,0.002259407,0,0.000456843,0.000122399,6.70E-05,0.000601797,0.001764123,0.008637039,0.000983728,0,0.000880088,0.005977314,0.000546293,0.000594995,0.000111432,0.00060551,1.18E-05,0.000506653,0.000252345,0.001147276,0.000500883,0.000859375,0.001302072,0,0.00377663,0.002248806,0.0007109,0.005799537,0.001052176,0.000188281,0.00371717,0.004007242,5.32E-05,0.000220325,0,5.36E-05,0.000378285,0.000102616,0.043529002,0.002340229,0.003104895,5.17E-05,0.00228604,0.01098411,0,0.000272661,0.00025762,0.000374236,0.001145588,0.010694156,8.13E-05,0,0,0.001818554,0.001344383,0.000577492,0.002790479,0.002801274,0.000635253,0.000140022,0.000110607,0.000752604,0.003446946,0,0,0.000135121,0.001469458,0.000365757
54,Djibouti,DJI,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015983023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05032414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239123,0,0
55,Dominica,DMA,Dominica,0,0,0,0,0,0,0.006433912,0,0,0.00270675,1.21E-05,0,0,0.000271278,0,0,0.001684143,0,0,0,0,5.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00014501,0,0,0,0,0,3.78E-06,0,0,0,0,0,0,0,7.51E-06,0,0,0,0,0,0,0,0,2.90E-07,0,0,0,0,0,1.18E-06,0,0,0,3.86E-05,0,0,0,0,7.24E-06,8.09E-06,0,0,0,0,0,0,0,0.000418768,0.001119285,1.26E-06,0,0,0,1.70E-06,0,0,0,0,0,0,3.09E-07,0.00012317,0,0,0,0,0,0,0,0,0,0,0,0,4.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93E-06,0,0,0,0,3.82E-05,0,0,0,0,1.15E-06,0,0,0,0,0,0,0,0,8.27E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001674463,0.005195997,0,0.002252897,0,8.12E-05,0,0,2.06E-06,0,0,0,0,0,0,0.000829243,0,0,0,0.00032113,0,0,0,0,0.000132573,0.00020716,0,0,0,3.89E-05,0,0,0,0,0,0
56,Dominican Republic,DOM,Dominican Republic,1.58E-06,2.43E-05,4.80E-05,0,0,3.78E-05,0.005048357,0.003667505,8.26E-06,0.02626123,0.000158752,0.00261336,0,0.002848423,0.000455338,5.13E-07,0.000380937,7.29E-06,0.001206916,0.001346216,3.80E-05,0.000956595,0.000254902,0.000570114,4.88E-06,0,0.000776711,0,0.000334864,0,8.57E-06,1.68E-05,0.00014629,5.75E-05,0.003860405,0.003195489,0.000189504,9.71E-06,0,0.00416019,0.000496614,0.002365222,0,4.32E-06,0,0.014977248,3.75E-06,0,0.005901692,0.000598954,4.46E-05,6.19E-05,0.000370259,0,0.000473863,0,0.001193124,2.32E-06,0.000324373,0,0,0,0,0,0,0,0.000212019,0.001684109,0,0,0,1.94E-05,0.00169688,0,0.000129991,0,0.000173676,0,0.000613428,8.56E-06,0,0.000135935,0.26787176,0.00075728,0,9.93E-05,0.000501567,2.41E-05,6.83E-06,7.76E-05,1.40E-05,9.08E-05,0,0.00071896,0.002973379,0.000551423,0.001643536,6.50E-05,2.79E-06,0.000202539,0,0,0.000313452,0,1.90E-05,0,2.48E-05,5.03E-05,0.001214064,0,9.86E-06,0.000209622,0,3.83E-05,0.000531134,0,0.000162742,0,2.64E-05,0,1.49E-05,0.000424695,0,0,4.88E-05,0.00020216,0,1.17E-05,7.44E-05,4.92E-05,0.000477754,1.12E-05,1.78E-05,2.71E-06,0,0,0.000793471,0.00151918,9.91E-06,0.000911267,1.04E-05,4.43E-05,4.60E-05,0,0.000483328,0,3.76E-05,0,0.007242089,0,9.49E-05,0.001851113,2.65E-05,0.000152994,9.61E-05,0.006260858,0,1.17E-05,4.49E-05,0,0,0,9.44E-05,0.000101968,6.23E-06,0.000245422,0,5.34E-05,5.92E-05,0.000797327,1.96E-05,2.34E-05,0,1.97E-06,0.000358575,3.47E-06,0.007008988,0,0.003721029,0.00706876,0,7.15E-05,2.48E-06,0.000607146,0.001633856,0.004595049,1.36E-05,0,1.24E-05,0,0,3.24E-05,0.000322025,0.000371544,1.53E-05,3.32E-05,0,0.011239563,0.000967118,0,2.80E-05,0,0.000166859,0.008707634,0.006400962,0,0,0.02549269,2.78E-05,0.158908116,6.74E-05,3.28E-06,2.87E-05,5.42E-06
57,Ecuador,ECU,Ecuador,1.62E-05,8.87E-05,3.87E-05,0,0,9.67E-05,0,0.007898238,5.78E-05,0,0.000942161,0.001563314,2.47E-06,0.001605064,0,8.98E-07,0.000180444,1.09E-05,0.002224861,0.000119285,4.56E-06,0.000657659,0,0.002529173,8.55E-06,8.44E-05,0.002288133,0,0.000192513,4.61E-06,0,0,2.60E-05,0.000167431,0.002672889,0,4.12E-06,0,0,0.026278403,0.000424036,0.073039605,0,1.62E-06,0.00013333,0.009526535,2.82E-06,0.000113527,0.002730354,0.000186341,6.14E-05,0.000951133,0.001025926,0,0.000266548,0.00034737,0,3.60E-05,0.000488483,0,0,8.92E-05,3.18E-05,8.26E-06,0.000678719,0,0.000642898,0.001590976,0,0,0.000469373,0,0.001549357,6.47E-05,0.000105993,0,0.000159203,0,0.000586351,3.00E-05,0.00010383,6.36E-05,0.000112963,0.00086474,0.000137825,0.00044812,0.000727273,2.03E-05,2.26E-05,0.000226291,2.74E-05,0.000376207,0,0.002131603,0.001731123,5.31E-05,0.001013009,0.000137837,7.60E-07,6.11E-05,0,0.004405943,0.000488373,0,9.97E-05,0,8.52E-06,6.03E-05,0.000790183,0,8.63E-05,9.93E-05,0,3.22E-05,0.000545111,7.60E-05,9.11E-05,0,2.80E-05,0.000940144,2.62E-06,0.00029544,0,0,0,0.000276896,9.13E-05,1.37E-05,0,0.000135283,0,2.33E-05,0,3.73E-06,1.56E-05,1.50E-06,0.001200634,0.000569692,0.000206904,0.000912855,3.65E-05,5.65E-05,0.000226569,0,0.001807226,0.000419207,1.28E-05,0.00050344,0.010507396,7.34E-05,0.000395095,0.013421077,3.08E-05,0.000106653,0.000233805,0.000377098,0,0.000121217,0.000198611,1.81E-05,0,0,0,0.000417431,0,0,0,2.94E-05,0.000115411,0,0.000120878,0.000204437,0,0,0.000193737,1.98E-06,0.007506036,8.10E-06,7.97E-05,0.000257046,0,0,1.49E-06,0.000123995,0.001633856,0.004442864,1.23E-05,0,0,1.11E-05,0,5.72E-06,0,0.000180387,2.67E-05,1.05E-05,4.26E-05,0.000963391,0,3.87E-06,9.76E-05,3.89E-05,0.000653308,0.012877547,0.003979592,6.76E-06,0,0.016794346,2.64E-05,0.000731172,3.78E-05,2.46E-06,2.51E-05,9.48E-06
58,"Egypt, Arab Rep.",EGY,"Egypt, Arab Rep.",3.92E-05,0.000103807,0.000806381,0,0,5.89E-05,0.000329241,0.000235933,0.000155881,0,0.000762701,0.001114694,3.79E-05,0.000474737,0.006249117,6.61E-05,0,0.000190756,0.00094307,0.000119285,5.32E-05,0,2.12E-05,1.14E-06,8.30E-05,0.000120607,7.28E-05,0.001432786,4.41E-05,4.08E-05,7.50E-05,0,6.28E-06,0.000297377,0.000919443,0,9.34E-05,0.000859305,0,5.57E-05,0.000125869,1.97E-05,0.028973876,9.68E-05,0.000567506,6.98E-06,0.000230908,9.18E-05,3.13E-06,0,0.000451802,0.000392007,0.001226483,0.032463223,0,0,1.54E-05,0,0.000186547,7.47E-06,0.003100187,0.000227872,7.43E-05,0.001452144,0,4.78E-06,0.001169527,0.001298549,0,8.42E-05,0.000253462,1.14E-05,0.001756759,0.000292417,0.001201917,0,0,0,1.21E-05,0.000289064,0.001208208,0,0,1.26E-06,6.61E-06,0.000198534,2.51E-05,0.000121382,0.0012666,0.000137391,0.014588893,0.000116754,0,0.001873227,0.001217225,0,0.001028157,0.010925523,8.39E-05,0.000265594,0,0.000602788,0.000122403,0,0.021098388,0.000112539,7.74E-07,2.51E-06,0.005582732,2.13E-05,0.000138022,0.047705471,0.000256476,1.07E-05,9.78E-05,0,0.000247368,0.000109675,0.001723434,0.024130367,0.00017761,9.23E-06,0,0.000930262,3.05E-05,5.22E-06,0,8.59E-05,0.002101817,0.000528834,0,0.000662554,2.52E-05,5.77E-06,0.001304628,3.49E-06,0.000926544,0,0.000107788,1.59E-06,0.000382895,0.000896063,0.000200018,0,0.000730245,0.0265625,0.000166106,0,7.49E-06,2.45E-05,1.12E-06,3.36E-06,0.000304182,8.31E-05,2.01E-05,0,0.021378805,6.72E-05,0.000643637,6.92E-05,7.43E-06,0.000302755,8.26E-05,0.046535638,0.000718093,9.86E-07,0.000764506,0.00025888,0.000816754,0,9.64E-05,2.92E-05,0,0.021170523,0.00028579,0.000362689,0.00026955,0.000121502,2.66E-05,0,0,0,0.016566789,0,0.001061527,0.001995484,0.022481714,0.000441834,0.000424373,0.001180968,0,1.33E-05,0,0,0.001615279,0.000343656,0.000375596,0,0,0.000104396,6.00E-05,0.006346862,0.000618814,0.001876312,1.42E-05,7.53E-05,0,6.09E-05,3.71E-07,0,0.032968489,0.007208897,8.98E-05,4.33E-05
59,El Salvador,SLV,El Salvador,0,0,5.46E-07,0,0,7.56E-06,0,0.000217862,4.13E-06,0,4.66E-05,2.15E-05,0,0,0,7.70E-07,0.000400986,0,9.27E-05,0.005810882,0,0,0,6.02E-05,0,0,0.000143748,0,2.03E-06,0,0,1.26E-05,0,0,0.000192824,0,0,0,0,0.000365906,2.58E-05,0.000211246,0,0,0,0.006148628,0,0,8.01E-05,0,0,2.06E-06,2.31E-05,0,1.48E-05,4.84E-05,0.00011177,2.90E-07,0,0,0,0,0,0,0,0,0,0.000103749,0,0,0,0,5.50E-05,3.47E-06,5.00E-06,0,0,0,0.008349906,0,0,0,3.18E-06,0.014858614,7.55E-06,1.42E-06,5.02E-05,6.69E-07,2.35E-07,1.45E-05,5.17E-07,1.43E-05,0,0.000120763,8.75E-05,9.47E-06,5.11E-05,1.04E-05,0,0,0,0,5.29E-05,0,4.75E-06,0,0,2.51E-06,1.10E-05,0,0,0,0,0,0,0,0,0,4.23E-06,0,0,0,0,0,0,0.000145181,0,0,0,0,0,3.28E-07,1.05E-06,6.79E-07,0,0,3.28E-05,0,3.72E-06,0.012500556,0,0,0,0,4.20E-05,0,3.28E-07,0,0.003392623,0,1.23E-05,0.000158014,3.18E-06,1.16E-06,5.68E-06,3.20E-05,0,2.73E-07,1.64E-06,0,0,0,0,6.37E-06,0,0,0,0,5.92E-06,0,0,0,0,4.92E-07,4.28E-06,0,0.0003702,2.31E-06,0,0,0,0,0,0,0.000111908,9.16E-05,0,0,0,2.01E-06,0,0,0,0,0,3.29E-07,0,0,0,1.29E-06,5.00E-07,0,1.87E-05,0.001791865,0.00021365,4.83E-07,0,0.000314773,7.42E-07,0,1.19E-05,0,0,5.42E-06
60,Equatorial Guinea,GNQ,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002191596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002420966,0,0.003380288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000300979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019370974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000969277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Eritrea,ERI,Eritrea,0,0,0,0,0,0.000526002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225286,0,0,0,0,0,0,0,0,0,1.34E-05,0,0.003161084,0.000917906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127402,0,0,0,0.000211358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-06,0,0,0,0,0,0,0,0,0,0,0,0.000674494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002182258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001166618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000772999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001215984,0.000130585,0.00074272,0,0,0,0,0,0,0.000103484,0,0,0,0,0,0.001638638,0,0,0,0,0,0,0,0,0,0,0.001975793,0,0,1.16E-05,0,0,0,0,0,0,0,0,0,0.000869459,0.000441618
62,Estonia,EST,Estonia,6.33E-06,2.01E-05,1.31E-05,0,0,7.56E-06,5.49E-05,3.92E-05,0.000533713,0,0.000138046,0.000440784,0.000956997,0,1.57E-05,7.95E-06,1.00E-05,0.004973634,0.000424292,1.70E-05,0,0,2.12E-05,3.41E-06,3.05E-06,0,5.74E-05,0,0.000239286,0,0,0,4.49E-06,5.75E-05,4.86E-05,0,1.37E-06,0,0,2.23E-05,3.10E-05,1.31E-05,0,3.24E-06,1.03E-05,4.19E-05,5.63E-06,3.50E-05,9.38E-06,1.33E-05,5.58E-05,0.000715929,0.000979643,0,0,4.03E-06,1.18E-05,2.47E-05,6.41E-07,0,0,0,0,8.26E-06,6.17E-05,4.78E-06,0.022395409,0.000503302,0,0,9.39E-06,0.001044815,0.000608202,1.39E-05,0.000108992,0,0,0,8.40E-06,0,0,4.39E-06,0,2.53E-06,3.78E-06,0.00043252,0.000852665,2.05E-05,3.77E-06,8.41E-05,1.09E-05,0.000125835,0,0.000185357,0.00036217,1.89E-06,7.01E-05,1.04E-05,0.00066234,1.91E-05,0.000171999,3.11E-05,1.65E-05,0,4.75E-05,0.000511542,0,0.009480973,3.55E-05,0,0,3.31E-05,0.000256476,0.002687657,9.78E-05,0,2.60E-05,2.81E-06,5.81E-06,0,0,1.85E-05,0,1.27E-05,2.44E-05,5.47E-06,0,0.000668586,5.58E-05,0.000418148,1.15E-05,8.54E-06,2.10E-06,6.79E-07,1.04E-05,2.29E-05,0.000316793,0,1.98E-05,4.76E-06,0,0.00016042,1.59E-05,0,0.001407955,3.81E-05,1.46E-05,0,7.49E-06,7.34E-05,2.23E-06,1.21E-05,7.20E-06,0.000216333,0.000116684,5.17E-07,3.67E-05,0.000120671,0.006885045,3.30E-06,0,0.000302755,0,3.19E-05,3.12E-06,2.17E-05,0,2.67E-06,2.37E-05,0,0.000297295,0.000262847,0,2.46E-06,4.07E-05,0,0.000530827,1.45E-05,2.66E-05,0,0,0,8.42E-06,1.28E-05,0.002474765,0.00014442,2.83E-06,0.000336859,1.24E-05,4.33E-05,0,3.81E-06,1.61E-05,1.08E-05,1.91E-05,7.87E-05,0.000902206,0,0,9.02E-06,0.0026886,7.22E-05,0.000181613,0.000149762,1.42E-05,0.000348124,0,1.55E-05,1.08E-05,0,2.59E-07,3.28E-06,7.19E-06,9.48E-06
63,Eswatini,SWZ,Eswatini,0,0,0,0,0,0.000190449,0,0,0,0,9.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506549,0,0,0,0,0.000486121,0,0,0,1.49E-05,0,0,0,0,0,0,0,0,9.08E-05,0.000252985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91E-06,0,0,0,0,0,0,0,0,0,0.000698328,0.00011584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011325521,0,0,0,0,0,3.10E-05,0,0,7.64E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237339,0,0,0,0,0,0,0,3.47E-05,0,0,0,0,0,4.53E-05,0.013922338,0,0,9.84E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-05,0,0,0,8.77E-05,0,0,0,0,0,0,0,0,0,0
64,Ethiopia,ETH,Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.78E-05,0,0,0,0,0,0,0,0,0,0.216237142,0,0,0,0,0,0,0.336933434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233743958,0,0.206688144,0,0,0,0,0,0,0.020664048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296433,0,0,0,0,0,0,0,0,0,0,0,0.000125294,0,0
