country_num,Country Name,Country Code,Destination_down_Source_across,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
105,Kuwait,KWT,Kuwait,0.000575247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022185935,0.048951014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003451783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12274129,0,0,0.007977442,0,0,0.004620673,0,0,0,0.002529058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070364615,0.025523873,0.037515063,0,0,0,0,0,0,0,0.071419005,0,0,0,0,0,0,0,0,0,0,0.015395698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000999741,0,0,0,0.02798567,0.001059617,0,0,0,0,0.003696546,0,0,0,0,0.055830268,0,0,0,0,0,0.033123544,0,0,0,0.024862486,0,0,0,0,0,0,0.007211048,0,0,0,0,0,0,0,0,0,0.001698049,0,0.002421891,0,0.023048871,0,0,0,0,0.024564242,0,0,0,0.018261819,0,0,0.004119796,0,0,0,0,0.002474469,0.004410911,0,0,0,0,0,0.149231769,0.002127198,0.001712036,0,0,0,0,0,0,0.004026124,0.058122395,0,0
106,Kyrgyz Republic,KGZ,Kyrgyz Republic,0,0,0,0,0,0,0,0,0.002729471,0,0,0,0.004274805,0,0,0,0,0.00670988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003155527,0,0,0,0,0.000444557,0,0,0,0,0.004146146,0.000488203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003642235,0,0,0.012267041,0.00010793,0,0,0,0,0.002521723,0,0,0,0,0,0.004506995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002883214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083087,0,0,0,0.000146061,0.011320437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383706,0,0,0,0,0,0,0,0.000384473,0.004305805,0,0,0,0.004958206,0,0,0,0,0.004923946,0,0,4.49E-05,0,0,0,0,0
107,Lao PDR,LAO,Lao PDR,0,0,0,0,0,0,0,0,0,0,8.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003202223,0,0,0,0,0,0,0,0.00138704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003451286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007317755,0,0,0,0,0
108,Latvia,LVA,Latvia,6.13E-06,3.35E-06,9.28E-06,0,0,0,0,1.91E-05,0.000729855,0,0.000231226,0.000178273,0.001584023,0,0,6.41E-07,0,0.028672969,0.000192536,0,0,0,0,0,2.44E-06,0,1.77E-05,0,9.15E-05,0,0,0,0,0,0.000104251,0,0,0,0,4.77E-06,2.36E-05,2.55E-06,0,0,0,0,0,4.73E-06,3.44E-05,0,0.000267735,0.000278531,0.000798371,0,0,0,0,1.16E-05,0,0,0,0.014955317,0,0,0,0,0.000465075,9.51E-05,0,0,0,0.001508416,0.000507036,0,4.50E-05,0,0,0,0,0,0,0,0,0,0,0.000270857,0.000777429,1.03E-05,2.35E-07,2.42E-05,4.14E-06,0.001066351,0,0.000230292,7.48E-05,0,1.23E-05,5.20E-06,0.001491722,1.91E-06,0,8.08E-05,1.28E-05,0,4.75E-06,0.001262229,0,0,3.92E-05,0,0,2.21E-05,0,0.024648346,9.78E-05,0,0,0,1.06E-06,0,0,4.62E-05,0,0,0,2.95E-06,0,0.001658287,0,0.001647994,0,5.25E-06,0,0,0,6.48E-06,0.000136052,0,1.24E-05,0,0,1.15E-05,0,0,0.001633858,0,4.76E-06,0,0,0,0,3.36E-06,5.03E-07,0.000187691,1.62E-05,0,0,1.91E-05,0.012024652,0,0,0,0,0,0,1.08E-05,0,0,8.88E-06,0,3.92E-05,4.09E-05,0,1.48E-06,9.63E-06,0,0.000108923,1.62E-05,0,0,0,0,0,0,0.000732198,0.000113362,2.31E-06,0.001059148,0,2.01E-05,0,0,0,0,0,2.96E-05,0.002784059,0,0,0,0.005665425,3.33E-05,0.000529877,0.000149432,0,0.00103568,0,4.15E-05,2.60E-06,0,0,0,0,2.71E-06
109,Lebanon,LBN,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002151078,0.000480572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029756757,0,0,0,0,0,0,0,0,0,6.13E-05,0,0,0,0,5.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000268021,0,0.000115848,0.000790566,0,0.076830766,0,0,0.001421069,0,0,0,0.000771106,0,0,0,0,0,0,0.001148405,0,0,0,0,0,0,0.001732137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.000172009,0,0,0,0,0,0.000207534,0,0,0,0,0,1.76E-05,0,0,0,0,0.005171689,0,0,0,0,0,0,0,0,0,0,0,4.41E-05,0,0.002328782,0,0,0,0,0.000358974,0,0,0,0.155519455,0,0,0,0,0,0,0,0,0.000108627,0,0,0,0,2.12E-05,0,5.42E-05,0.000278412,0,0,0,0,0,0,0.13141307,0.000628107,0,0
110,Lesotho,LSO,Lesotho,0,0,0,0,0,1.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001326676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382182,0,0,0,0,0,0,0,0,0,0,0.000105178,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73E-05,0,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,3.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002868599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269493,0,0,0,0,0,0,0,0,0,0,0.000180438,0,0,0,3.00E-05,0,0,0,0,0,0,0,0,0.000251496,0.000123274
111,Liberia,LBR,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65E-05,0,0,0,0,0,0,0,0,0.000152826,0,0,0,0,3.76E-05,0,0,0,0,0,0,0,0,0,0,0,0.141347393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80E-05,0,0,0.006993663,0,4.44E-05,0.009753792,0,0,0,0,0,0.079280722,0.004257046,0,0,0,0,0,0,4.54E-05,0,0,0,0,0,0,1.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001117281,0,0,0,0,0,0,0,0,0,0,0,0.001160153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76E-05,0,0,0,0.000583459,0.003935648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000557652,0,0,0.050441564,0,0,0,0,0,0,0,0,3.86E-05,0,0,0,0,0,0,0,0.000713014,4.50E-05,0,0,0,0,0,0.000730275,0,0,0,0,0,0,0,0,0,0,4.72E-05,0.00015603,0,0,0,0,0,0,0,0,0,0
112,Libya,LBY,Libya,6.47E-05,0.000257006,0.002001767,0,0,0,0,0,0.000268405,0,0.001318335,0.001504543,0,0,0.015528584,0.000163782,0,0.000472638,0.001230091,0,0,0,0,0,0.000205114,0,0.000153804,0,0,0,0,0,0,0,0.002283322,0,0,0.002133697,0,0,0.000312385,0,0.071918762,0.000239477,0.00140509,0,0.000571637,0,0,0,0,0,0.003035352,0.080522066,0,0,0,0.006233688,0.000463482,0,0.003140469,0,0,0.002208297,0,0,0.002899879,0.002479838,0,0,0,0,0.001735029,0.000724686,0.002674815,0,0,0,0,0,0.002982764,0,0,0,0,0.000489244,0,0.000301023,0.00314437,0.000339437,0.036229015,0,0,0,0.00211338,0,0.000972299,0.027131758,0.000207599,0.000653476,0,0,0.000302287,0,0.052394805,0,0,0,0.013860661,0,0,0,0,0,0,0,0,0,0.004278469,0,0.00030185,0,0,0.002303506,0,0,0,0,0.005245243,0,0,0.001644238,0,0,0,0,0.001796482,0,0,0,0.000948122,0.002225261,0,0,0.001796719,0.065929878,0.000412232,0,0,0,0,0,0.000755096,0.000161377,0,0,0.052988632,0.000166264,0.000675842,0,0,0,0,0.115567962,0.00178355,0,0,0.000645866,0.002021171,0,0,0,0,0.052574596,0.000707516,0.00089929,0.000511524,0.000216967,0,0,0,0,0.007303766,0,0.002442791,0.001478366,0.003650178,0.001085783,0.000833258,0.002932788,0,0,0,0,0.004013375,0.000852886,0.000937055,0,0,0,0.00014895,0.015753322,0.001536229,0.003333687,0,0.000185408,0,0,0,0,0.075831982,0.017938303,0,0
113,Liechtenstein,LIE,Liechtenstein,0,0,0,0,0,0,0,2.61E-05,0,0,0,0.007857711,0,0,0,0,0,0,7.49E-05,0,0,0,0,0,0.000197178,0,0.000104114,0,8.13E-06,0,0,0,0,0,0,0,0,0,0,0,7.85E-06,1.35E-05,0,0,0,0,0,0.000125825,0,0,0,0.000123792,9.26E-05,0,0,4.77E-05,0,0,0,0,0,9.91E-06,0,0,0,0,2.39E-05,6.27E-05,0,0,0,0,0.000453194,0,6.30E-05,0,0,0,0,0,0,0,0,0,0,9.78E-05,5.02E-05,1.58E-06,0,0,0,2.21E-05,0,0,0.000364642,0,0,0,0,0,0,0,0,0,0,0,2.79E-05,0,0,0,0,0,0,0,6.99E-05,0,0,0,0,0,0,0,0,0,0,2.10E-06,0,0,0,0,5.35E-05,0,0,0,0,0,7.75E-05,0,0,0,0,0,0.00024427,0,3.15E-05,0,0,0,0,0,0,0,6.70E-06,1.40E-05,0.000287558,0,0,8.74E-06,4.74E-06,0,0,0,0,0,0,0.000318359,0,0,0,0,5.88E-05,0.000689244,0,0,3.32E-05,0,0.000235081,0,0,0,0,0,0,0,8.31E-05,0.020714213,0,0,0,8.76E-05,0,0,0,0,2.80E-05,0.00026663,0,0,0,0,6.34E-06,0,1.50E-05,4.45E-05,0,0,0,0,0,0,0,0,0,0
114,Lithuania,LTU,Lithuania,3.76E-06,1.26E-05,6.55E-06,0,0,0,0,7.93E-05,0.000841346,0,7.07E-05,0.000115583,0.001123216,0,0,0,0,0.036347565,0.000283456,0,0,0,0,0,0,0,4.79E-05,0,7.05E-05,0,0,0,0,0,5.41E-05,0,0,0,0,0,2.78E-05,0,0,0,0,0,0,0,1.31E-05,0,0.000139445,0.000162992,0.001060638,0,0,0,0,1.28E-05,0,0,0,0.006335823,0,0,0,0,0.000324869,0.000145731,0,0,0,0.001141874,0.000506795,0,4.40E-05,0,0,0,0,0,0,0,0,0,0,0.000188607,0.001203762,4.20E-06,0,5.17E-05,0,0.001473692,0,0.000247142,8.10E-05,0,2.65E-05,0,0.002015662,0,0,0,1.08E-05,0,0,0.000782659,0,0.025461101,0.000109033,0,0,0,0,0,0.000321476,0,0,0,0,0,0,0,0,0,0,1.18E-06,0,0.001025815,0,0.001045369,0,0,0,0,0,0,0.000100301,0,0,0,0,1.68E-05,2.12E-05,0,0.004654657,0,8.03E-06,0,0,0,0,1.01E-05,0,0.000902826,1.97E-05,0,0,4.50E-05,0.009052336,0,0,0,0,0,0,0,0,0,0,0,4.25E-05,0,0,0,0,0,0.00040398,0,0,0,0,0,0,0,0.000760974,6.52E-05,2.96E-06,0.000844498,0,2.62E-05,0,0,0,0,2.29E-05,5.04E-05,0.001537234,0,0,0,0.003424007,0.000205454,0.000628788,0.000383971,8.83E-05,0.000781709,0,0,1.71E-05,0,0,0,0,0
115,Luxembourg,LUX,Luxembourg,0,0.000266215,5.84E-05,0,0,2.27E-05,0,4.22E-05,7.23E-06,0,0.000141497,0.002009975,8.23E-07,2.26E-05,0,4.23E-06,1.00E-05,2.79E-05,0.037451821,0,1.22E-05,0,0,4.54E-06,0.001568268,0,0.000186931,0,0.000631091,1.98E-06,1.50E-05,0.007204072,8.97E-07,0.000162433,0.000196743,0,1.37E-06,9.71E-06,0,9.86E-05,0.000111055,1.02E-05,0,5.57E-05,0,2.09E-05,1.69E-05,0.000415319,1.56E-05,0,0.000368135,0.001984794,0.010374964,0,0.001821413,2.55E-05,1.54E-05,7.84E-06,0,0,0,0.002764183,0,9.44E-06,0,4.78E-06,0.004725982,0.018522299,0,3.61E-05,0,1.14E-05,0.003635206,1.16E-05,0.001933867,0,0,0,7.47E-06,3.21E-05,0,2.19E-06,2.39E-06,0,0,0.001633651,0.008752351,1.25E-05,4.00E-06,0.000198813,7.76E-06,0.002237781,0,0.00012638,0.006760404,9.47E-07,0.000284021,3.90E-06,1.01E-06,5.73E-06,0,3.73E-05,2.19E-05,0,0,3.84E-06,0,0.001302345,4.53E-05,0,2.46E-06,0,0.001538856,0.000972457,0,0,7.16E-05,0,1.48E-05,0,5.25E-06,0.002649728,0,1.90E-05,0.000341451,2.52E-06,0,1.46E-05,0,1.23E-05,0.034646711,8.54E-05,3.14E-06,0,0,1.70E-05,0.004701242,0,3.10E-05,1.59E-06,3.39E-05,6.11E-06,0.000647846,0,0.000977163,0,3.44E-06,0,3.00E-05,2.45E-05,3.35E-06,7.06E-05,3.37E-05,0.000778009,0.043902833,0,0,0.000503433,3.79E-05,4.45E-05,0,0,0,0,5.14E-05,0.006191743,7.91E-05,8.01E-06,3.85E-05,0,0.001226751,0.002984778,0,1.48E-06,5.24E-05,9.91E-07,0.002923686,7.52E-06,0,0,0,0,4.95E-07,0,0.006986255,0.000875839,1.29E-07,0,0,0.00018525,0,3.81E-05,0,2.69E-06,0.000182021,6.98E-05,0,0,0,7.73E-06,3.10E-05,0,0.001443344,0.000383311,3.13E-05,4.83E-06,0,3.50E-05,4.38E-05,0,2.59E-07,0,0,5.42E-06
116,"Macao SAR, China",MAC,"Macao SAR, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028893003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021539472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002050718,0,0.000706221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000997732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Madagascar,MDG,Madagascar,0,0,0.001611125,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-06,0,0,0.000139054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47E-05,0,0,0,0,0,0.000279675,0,0.189288347,0,0,0,0,0,3.13E-06,0,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,0,0.004914798,0,0,0,0,6.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267028,0,0,0,0,0,0,7.32E-05,0,4.92E-05,0,0,0,0,0.000310715,0,0,0,0,0,0,0,0,0,0.000171007,0,0,0,0,0,0,0,0,0,0,0,0,0.001902369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368779,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,0,0,0,0,0,0,0,0.000184536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-05,5.57E-05,0,0,0,0,2.26E-05,0,0,0,0,0
118,Malawi,MWI,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017992899,0,0,0,0,0,0,0,0,0,0,0,0,0.001216306,0.039674129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057842438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011037895,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66E-05,0.008910853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02999111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308783,0,0,0,0,0,0,0,0,0,0.155008012,0.050707469
119,Malaysia,MYS,Malaysia,0.000100292,0,3.93E-05,0,0.01288629,0,0,0,0,0,0.009345682,0.000303651,0,0,0,0.046890082,0,0,0,0,0,0,0,0,0,0.000192971,2.96E-05,0.130720607,0,0,0,0,0.015460059,0,0.000201446,0,1.79E-05,0,0,0,0.005466236,0,0,0,0,0,0,0,0,0,0,0.000218699,0.001411612,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0.00151425,0,0,0,0.000125606,0.000315811,0.001534902,0,0,0,0,0.001010242,0.00014132,0,0,0,0,0.000325683,0,0.017304075,0.008231114,0.257049406,0.007933936,0.002755599,0.00155542,0,0,0.000166561,0,0.015884362,0.001553916,0,0.001196129,0,0.00645045,0.002031235,0,0,0,0,0,0,0.001299074,0,0.015010012,0,0,0,0,0,0,0,0.004700721,0,0,0,0,0.000152433,0,0,0,0,0,0,8.37E-05,0,0.104617229,0,0.104255656,0.000853056,0,0.007244123,0,0,0.001031274,0,0,0.00159183,0,0.004492087,0,0,0,0,8.47E-05,0.068700478,0,0.000170437,0,0,0,0.000180729,0,0,0,0,0.000420618,0,0,0,0,0.240022135,0,0,0,0,0.001411762,0.003092307,0,1.59E-05,0.003914669,0,0,0,0,3.96E-05,0,0,0.000136656,7.07E-06,0,0.000768209,0.094271047,0,0,0,0.000220773,0,4.61E-06,0.000844124,0,0,0.002099522,0,0.001082798,0.002088132,0.004994593,0,7.73E-06,0,0,0.033039388,0,0.00092747,0.000744392,0,0
120,Maldives,MDV,Maldives,0,0,0,0,0,0,0,0,0,0,0.000158752,4.51E-05,0,0,0,0.006149963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28E-05,0,0,0,0,0,0,0,0,0,5.74E-05,0,0,0,0,6.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001204151,0,0,0,0,0,0,0.000102594,0,0.000117395,0,0,0,0,0,0,0,0,0,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,5.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22E-05,0,0,0,0,0,0,0,5.17E-05,0,0,0,0,0,0.000214402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023674,0,0,0,0,0,0,0,0,0.004889575,0,0,0,0,0,0,0.000118303,0.000191007,0,0,0,0.000313113,0,0,0,0,0,0,0,0,0,0,0,0,3.55E-05,2.34E-05,0,0,0,0,0,0,0,0,0,0
121,Mali,MLI,Mali,0,0,0.002468245,0,0,0.000820744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006447747,0,0,0,0,0,0,0,0,0.01655926,0,0,0,0.011567728,0,0,0.003036187,0,0,0,6.09E-05,0,0,0,0.107675688,0,0.075334089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924812,0,0.420382779,0.043661112,0,0,0.022543868,0,0,0,0,0,0.039965826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011307957,0,0,0,0,0,0,0,0,0,0,0,0,0.114308315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015729962,0.00950453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E-05,0,0,0,0,0,0.019175112,0,0,0.025642463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013329901,0,0,0,0,0,0,0,0,0,0,0,0.000598718,0,0,0,0,0,0,0,0,0,0
122,Malta,MLT,Malta,1.98E-07,8.87E-05,3.55E-05,0,0.000119318,1.51E-06,2.74E-05,1.91E-05,3.51E-05,0,0.009426783,0.000270348,1.65E-06,4.52E-05,6.28E-05,2.31E-06,5.01E-05,2.13E-05,0.00037081,0.000136326,0,0,0,1.14E-06,0.000124534,1.21E-05,7.10E-05,0,0.000767341,6.59E-07,0,4.20E-06,0,1.00E-05,0.001726796,0,0,9.71E-06,0,1.91E-05,4.44E-05,4.01E-06,0,4.32E-06,3.76E-05,6.98E-06,6.57E-06,0.000115419,6.26E-07,0,0.000306779,0.000208383,0.000632526,0,0,0,3.63E-06,0.000182012,0,0.000321111,0.001013254,2.48E-05,8.49E-05,0.000506068,0,0,0.000335128,0.000259613,0,0,9.39E-06,5.71E-05,0.00029722,9.71E-05,9.60E-05,0,0,0,1.87E-06,2.14E-06,0,1.10E-05,1.59E-06,1.26E-06,0,0.000255258,0.000125392,2.00E-05,7.06E-06,2.99E-05,5.33E-05,0.000442367,0,5.90E-05,0.000604441,7.58E-06,5.30E-05,6.37E-05,3.80E-06,8.98E-05,0,1.24E-05,3.72E-06,0,0.000336929,5.12E-06,7.74E-07,0.000241361,9.80E-05,5.79E-05,1.97E-05,0.005852857,0,8.42E-05,2.80E-05,0,0,1.41E-05,2.59E-05,0,0,0,0,5.70E-05,2.44E-05,8.42E-08,0,4.49E-05,0.000148801,1.23E-05,0,9.16E-05,0,3.73E-06,2.08E-05,9.97E-07,0.000528319,0,6.57E-05,0,0.000119818,0.000325424,0.000173467,0,0.000430792,3.81E-05,3.74E-05,0,0,0,1.12E-06,2.29E-05,0.000100333,7.24E-05,3.10E-05,0,0,0.000231514,0.000108383,1.65E-06,8.17E-05,0,0,0.000105154,1.56E-06,0.000680086,0.000105449,2.14E-05,0.000112452,0,0.000207453,0.000262847,0,0.00063849,0.000232271,5.95E-06,0.000129605,1.33E-05,0,0,0,0,0.000145075,8.55E-06,0.00186087,0.000200325,4.23E-05,0,1.55E-05,0.00013491,0,0,0,6.19E-05,0.000512969,9.45E-05,3.87E-06,0,0,2.58E-06,6.00E-05,0.00017769,0.002686374,0.000504045,0,1.16E-05,0,6.48E-06,3.71E-07,0,1.71E-05,9.01E-06,5.03E-05,6.10E-05
123,Marshall Islands,MHL,Marshall Islands,0,0,0,0,0,0,0,0,0,0,1.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000563596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98E-05,0,0,0,0.047299622,0,5.38E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00736256,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,0,0,0,0,0,0,0,0,0.007719416,0,0,0,0,9.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003554502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016199226,0,0,0,0,0.000472707,0,0,0,0,0,0,0,0,0,0
